node_type_id model_name dynamics_params ei_type model_type model_template
100 Scnn1a Scnn1a_pop_model.json e population dipde:Internal
101 Rorb Rorb_pop_model.json e population dipde:Internal
102 Nr5a1 Nr5a1_pop_model.json e population dipde:Internal
103 Pvalb Pvalb_pop_model.json i population dipde:Internal
