node_type_id ei_type dynamics_params model_template model_type model_name
100 e Scnn1a_515806250_glif_lif_asc.json nest:glif_lif_asc_psc point_neuron Scnn1a
101 e Rorb_512332555_glif_lif_asc.json nest:glif_lif_asc_psc point_neuron Rorb
102 e Nr5a1_587862586_glif_lif_asc.json nest:glif_lif_asc_psc point_neuron Nr5a1
103 i Pvalb_574058595_glif_lif_asc.json nest:glif_lif_asc_psc point_neuron PValb
