edge_type_id target_query source_query dynamics_params model_template syn_weight delay
100 ei_type=='e' ei_type=='e' static_ExcToExc.json static_synapse 1.2 2.0
101 ei_type=='i' ei_type=='e' static_ExcToInh.json static_synapse 7.5 2.0
102 ei_type=='e' ei_type=='i' static_InhToExc.json static_synapse -10.5 2.0
103 ei_type=='i' ei_type=='i' static_InhToInh.json static_synapse -2.0 2.0
