edge_type_id target_query source_query delay model_template syn_weight dynamics_params
100 ei_type=='e' ei_type=='e' 2.0 static_synapse 0.7 static_ExcToExc.json
101 ei_type=='i' ei_type=='e' 2.0 static_synapse 7.5 static_ExcToInh.json
102 ei_type=='e' ei_type=='i' 2.0 static_synapse -10.5 static_InhToExc.json
103 ei_type=='i' ei_type=='i' 2.0 static_synapse -2.0 static_InhToInh.json
