node_type_id species dynamics_params model_processing model_type ei_type location model_template morphology layer model_name
100 mouse Scnn1a_485510712_params.json aibs_perisomatic biophysical exc VISp ctdb:Biophys1.hoc Scnn1a_485510712_morphology.swc L4 Scnn1a
